Mês;Mês2;GR;N.PoscB;PoscB;Rul.Pos;Posc;N.ResB;Posc2;Cod1;CodG;6810/910;6810/911;Coef_Fre;RecDe;RecIz;Coluna1;Coluna2
200808;200808017;D;8;17;4;9;17;9;D,8,9;D,8,9,17;,;2008;-12,5;8;;;
201228;201228009;D;25;8;4;9;17;18;D,25,9;D,25,9,17;,;2012;-3,5;27;;;
200611;200611031;I;35;35;4;9;17;9;I,35,9;I,35,9,17;,;2006;-30,5;;11;;
200622;200622072;I;10;19;4;9;17;9;I,10,9;I,10,9,17;,;2006;-14,5;;27;;
200702;200702140;I;29;31;4;9;17;9;I,29,9;I,29,9,17;,;2007;-26,5;;15;;
201204;201204068;I;21;6;4;9;17;9;I,21,9;I,21,9,17;,;2012;-1,5;;3;;
200705;200705045;D;8;17;4;9;18;30;D,8,9;D,8,9,18;,;2007;-12,5;24;;;
200707;200707023;D;24;21;4;9;18;30;D,24,9;D,24,9,18;,;2007;-16,5;28;;;
201030;201030031;D;25;8;4;9;18;30;D,25,9;D,25,9,18;,;2010;-3,5;15;;;
210102;210102035;D;21;6;4;9;18;30;D,21,9;D,21,9,18;,;2101;-1,5;13;;;
200608;200608087;I;19;4;4;9;18;30;I,19,9;I,19,9,18;,;2006;0,5;;26;;
200609;200609071;I;3;36;4;9;18;30;I,3,9;I,3,9,18;,;2006;-31,5;;31;;
200702;200702134;I;12;34;4;9;18;30;I,12,9;I,12,9,18;,;2007;-29,5;;33;;
201207;201207031;D;2;7;4;9;19;4;D,2,9;D,2,9,19;,;2012;-2,5;3;;;
200802;200802014;I;0;1;4;9;19;4;I,0,9;I,0,9,19;,;2008;3,5;;3;;
201223;201223066;I;34;10;4;9;19;4;I,34,9;I,34,9,19;,;2012;-5,5;;31;;
210107;210107029;D;34;10;4;9;19;4;D,34,9;D,34,9,19;,;2101;-5,5;6;31;;
201218;201218099;D;2;7;4;9;20;25;D,2,9;D,2,9,20;,;2012;-2,5;19;;;
200709;200709118;I;31;27;4;9;20;25;I,31,9;I,31,9,20;,;2007;-22,5;;35;;
200806;200806066;I;3;36;4;9;20;25;I,3,9;I,3,9,20;,;2008;-31,5;;26;;
210106;210106048;I;4;5;4;9;20;25;I,4,9;I,4,9,20;,;2101;-0,5;;20;;
200605;200605060;D;13;13;4;9;21;6;D,13,9;D,13,9,21;,;2006;-8,5;7;;;
200808;200808075;D;10;19;4;9;21;6;D,10,9;D,10,9,21;,;2008;-14,5;13;;;
201208;201208063;D;6;11;4;9;21;6;D,6,9;D,6,9,21;,;2012;-6,5;5;;;
200712;200712016;I;26;37;4;9;21;6;I,26,9;I,26,9,21;,;2007;-32,5;;6;;
200712;200712025;D;23;18;4;9;22;29;D,23,9;D,23,9,22;,;2007;-13,5;26;;;
200730;200730027;D;36;14;4;9;22;29;D,36,9;D,36,9,22;,;2007;-9,5;22;;;
200721;200721030;I;15;3;4;9;22;29;I,15,9;I,15,9,22;,;2007;1,5;;26;;
200729;200729088;I;3;36;4;9;22;29;I,3,9;I,3,9,22;,;2007;-31,5;;30;;
200802;200802086;I;32;2;4;9;22;29;I,32,9;I,32,9,22;,;2008;2,5;;27;;
200802;200802128;I;35;35;4;9;22;29;I,35,9;I,35,9,22;,;2008;-30,5;;31;;
201207;201207108;I;25;8;4;9;22;29;I,25,9;I,25,9,22;,;2012;-3,5;;21;;
201208;201208004;I;25;8;4;9;22;29;I,25,9;I,25,9,22;,;2012;-3,5;;21;;
200624;200624055;D;36;14;4;9;23;18;D,36,9;D,36,9,23;,;2006;-9,5;33;;;
210105;210105043;D;6;11;4;9;23;18;D,6,9;D,6,9,23;,;2101;-6,5;30;;;
201206;201206012;I;21;6;4;9;23;18;I,21,9;I,21,9,23;,;2012;-1,5;;12;;
200721;200721069;D;30;16;4;9;24;21;D,30,9;D,30,9,24;,;2007;-11,5;32;;;
201211;201211045;D;25;8;4;9;24;21;D,25,9;D,25,9,24;,;2012;-3,5;24;;;
200625;200625052;I;0;1;4;9;24;21;I,0,9;I,0,9,24;,;2006;3,5;;20;;
200702;200702162;I;12;34;4;9;24;21;I,12,9;I,12,9,24;,;2007;-29,5;;24;;
201223;201223056;I;17;9;4;9;24;21;I,17,9;I,17,9,24;,;2012;-4,5;;12;;
200722;200722073;D;23;18;4;9;25;8;D,23,9;D,23,9,25;,;2007;-13,5;10;;;
200722;200722101;D;23;18;4;9;25;8;D,23,9;D,23,9,25;,;2007;-13,5;10;;;
201030;201030043;D;25;8;4;9;25;8;D,25,9;D,25,9,25;,;2010;-3,5;0;;;
200610;200610001;I;12;34;4;9;25;8;I,12,9;I,12,9,25;,;2006;-29,5;;11;;
200613;200613024;I;32;2;4;9;25;8;I,32,9;I,32,9,25;,;2006;2,5;;6;;
200717;200717048;I;28;33;4;9;25;8;I,28,9;I,28,9,25;,;2007;-28,5;;12;;
210102;210102072;I;2;7;4;9;25;8;I,2,9;I,2,9,25;,;2101;-2,5;;1;;
200703;200703051;D;9;28;4;9;26;37;D,9,9;D,9,9,26;,;2007;-23,5;28;;;
200703;200703087;D;10;19;4;9;26;37;D,10,9;D,10,9,26;,;2007;-14,5;19;;;
201220;201220085;D;2;7;4;9;26;37;D,2,9;D,2,9,26;,;2012;-2,5;7;;;
201228;201228035;D;17;9;4;9;26;18;D,17,9;D,17,9,26;,;2012;-4,5;28;;;
200605;200605068;D;13;13;4;9;27;12;D,13,9;D,13,9,27;,;2006;-8,5;1;;;
200622;200622037;D;13;13;4;9;27;12;D,13,9;D,13,9,27;,;2006;-8,5;1;;;
200712;200712017;D;33;23;4;9;27;12;D,33,9;D,33,9,27;,;2007;-18,5;11;;;
200730;200730003;D;30;16;4;9;27;12;D,30,9;D,30,9,27;,;2007;-11,5;4;;;
200704;200704036;I;26;37;4;9;27;12;I,26,9;I,26,9,27;,;2007;-32,5;;12;;
200707;200707031;D;24;21;4;9;28;33;D,24,9;D,24,9,28;,;2007;-16,5;25;;;
210103;210103061;D;2;7;4;9;28;33;D,2,9;D,2,9,28;,;2101;-2,5;11;;;
201216;201216024;I;17;9;4;9;28;33;I,17,9;I,17,9,28;,;2012;-4,5;;24;;
201223;201223038;I;6;11;4;9;28;33;I,6,9;I,6,9,28;,;2012;-6,5;;22;;
200627;200627045;D;2;7;4;9;29;31;D,2,9;D,2,9,29;,;2006;-2,5;13;;;
200630;200630039;D;5;20;4;9;29;31;D,5,9;D,5,9,29;,;2006;-15,5;26;;;
200702;200702139;D;33;23;4;9;29;31;D,33,9;D,33,9,29;,;2007;-18,5;29;;;
200705;200705111;D;23;18;4;9;29;31;D,23,9;D,23,9,29;,;2007;-13,5;24;;;
200726;200726017;D;5;20;4;9;29;31;D,5,9;D,5,9,29;,;2007;-15,5;26;;;
201209;201210053;D;4;5;4;9;29;31;D,4,9;D,4,9,29;,;2012;-0,5;11;;;
200712;200712108;I;12;34;4;9;29;31;I,12,9;I,12,9,29;,;2007;-29,5;;34;;
200725;200725080;I;32;2;4;9;29;31;I,32,9;I,32,9,29;,;2007;2,5;;29;;
201213;201213101;D;17;9;4;9;30;16;D,17,9;D,17,9,30;,;2012;-4,5;30;;;
201229;201229077;D;21;6;4;9;30;16;D,21,9;D,21,9,30;,;2012;-1,5;27;;;
200707;200707032;I;28;33;4;9;30;16;I,28,9;I,28,9,30;,;2007;-28,5;;20;;
200710;200710038;I;35;35;4;9;30;16;I,35,9;I,35,9,30;,;2007;-30,5;;18;;
200722;200722038;I;26;37;4;9;30;16;I,26,9;I,26,9,30;,;2007;-32,5;;16;;
200726;200726096;I;32;2;4;9;30;16;I,32,9;I,32,9,30;,;2007;2,5;;14;;
200614;200614029;D;11;15;4;9;31;27;D,11,9;D,11,9,31;,;2006;-10,5;25;;;
200709;200709063;D;10;19;4;9;31;27;D,10,9;D,10,9,31;,;2007;-14,5;29;;;
201222;201222069;D;2;7;4;9;31;27;D,2,9;D,2,9,31;,;2012;-2,5;17;;;
200623;200623072;I;32;2;4;9;31;27;I,32,9;I,32,9,31;,;2006;2,5;;25;;
200624;200624014;I;32;2;4;9;31;27;I,32,9;I,32,9,31;,;2006;2,5;;25;;
200725;200725030;I;32;2;4;9;31;27;I,32,9;I,32,9,31;,;2007;2,5;;25;;
200802;200802112;I;12;34;4;9;31;27;I,12,9;I,12,9,31;,;2008;-29,5;;30;;
201202;201202012;I;17;9;4;9;31;27;I,17,9;I,17,9,31;,;2012;-4,5;;18;;
200617;200617016;I;15;3;4;9;32;2;I,15,9;I,15,9,32;,;2006;1,5;;36;;
200630;200630098;I;29;31;4;9;32;2;I,29,9;I,29,9,32;,;2006;-26,5;;8;;
201202;201202108;I;17;9;4;9;32;2;I,17,9;I,17,9,32;,;2012;-4,5;;30;;
210106;210106055;D;34;10;4;9;33;23;D,34,9;D,34,9,33;,;2101;-5,5;24;;;
200610;200610009;I;26;37;4;9;33;23;I,26,9;I,26,9,33;,;2006;-32,5;;23;;
200726;200726084;I;32;2;4;9;33;23;I,32,9;I,32,9,33;,;2007;2,5;;21;;
201213;201213036;I;17;9;4;9;33;23;I,17,9;I,17,9,33;,;2012;-4,5;;14;;
200706;200706025;D;10;19;4;9;34;10;D,10,9;D,10,9,34;,;2007;-14,5;9;;;
200709;200709051;D;23;18;4;9;34;10;D,23,9;D,23,9,34;,;2007;-13,5;8;;;
200712;200712038;I;35;35;4;9;34;10;I,35,9;I,35,9,34;,;2007;-30,5;;12;;
200609;200609106;D;11;15;4;9;35;35;D,11,9;D,11,9,35;,;2006;-10,5;17;;;
200706;200706089;D;8;17;4;9;35;35;D,8,9;D,8,9,35;,;2007;-12,5;19;;;
200720;200720057;D;30;16;4;9;35;35;D,30,9;D,30,9,35;,;2007;-11,5;18;;;
200721;200721033;D;11;15;4;9;35;35;D,11,9;D,11,9,35;,;2007;-10,5;17;;;
200802;200802127;D;30;16;4;9;35;35;D,30,9;D,30,9,35;,;2008;-11,5;18;;;
201203;201203019;D;25;8;4;9;35;35;D,25,9;D,25,9,35;,;2012;-3,5;10;;;
200607;200607015;I;32;2;4;9;35;35;I,32,9;I,32,9,35;,;2006;2,5;;33;;
200623;200623110;I;19;4;4;9;35;35;I,19,9;I,19,9,35;,;2006;0,5;;31;;
200711;200711096;I;35;35;4;9;35;35;I,35,9;I,35,9,35;,;2007;-30,5;;0;;
200731;200731036;I;3;36;4;9;35;35;I,3,9;I,3,9,35;,;2007;-31,5;;36;;
200626;200626059;D;11;15;4;9;36;14;D,11,9;D,11,9,36;,;2006;-10,5;1;;;
210105;210105019;D;34;10;4;9;36;14;D,34,9;D,34,9,36;,;2101;-5,5;33;;;
200709;200709082;I;12;34;4;9;36;14;I,12,9;I,12,9,36;,;2007;-29,5;;17;;
200618;200618051;D;8;17;4,21;10;1;24;D,8,10;D,8,10,1;,;2006;-12;30;;;
201216;201216080;I;17;9;4,21;10;1;24;I,17,10;I,17,10,1;,;2012;-4;;15;;
200706;200706041;D;23;18;4,21;10;2;7;D,23,10;D,23,10,2;,;2007;-13;11;;;
201216;201216099;D;2;7;4,21;10;2;7;D,2,10;D,2,10,2;,;2012;-2;0;;;
200606;200606062;D;36;14;4,21;10;3;36;D,36,10;D,36,10,3;,;2006;-9;15;;;
200705;200705055;D;33;23;4,21;10;5;20;D,33,10;D,33,10,5;,;2007;-18;3;;;
200721;200721060;I;0;1;4,21;10;5;20;I,0,10;I,0,10,5;,;2007;4;;19;;
200612;200612061;I;19;4;4,21;10;6;11;I,19,10;I,19,10,6;,;2006;1;;7;;
200610;200610129;I;15;3;4,21;10;7;32;I,15,10;I,15,10,7;,;2006;2;;29;;
200601;200601047;D;30;16;4,21;10;8;17;D,30,10;D,30,10,8;,;2006;-11;36;;;
200706;200706085;D;10;19;4,21;10;9;28;D,10,10;D,10,10,9;,;2007;-14;28;;;
200626;200626024;I;15;3;4,21;10;9;28;I,15,10;I,15,10,9;,;2006;2;;25;;
200723;200723054;I;32;2;4,21;10;10;19;I,32,10;I,32,10,10;,;2007;3;;17;;
201208;201208084;I;2;7;4,21;10;10;19;I,2,10;I,2,10,10;,;2012;-2;;12;;
200730;200730013;D;16;22;4,21;10;11;15;D,16,10;D,16,10,11;,;2007;-17;7;;;
200610;200610010;D;33;23;4,21;10;12;34;D,33,10;D,33,10,12;,;2006;-18;26;;;
200613;200613149;D;36;14;4,21;10;12;34;D,36,10;D,36,10,12;,;2006;-9;17;;;
200717;200717051;D;30;16;4,21;10;12;34;D,30,10;D,30,10,12;,;2007;-11;19;;;
200603;200603141;I;19;4;4,21;10;12;34;I,19,10;I,19,10,12;,;2006;1;;30;;
201222;201222088;I;34;10;4,21;10;13;13;I,34,10;I,34,10,13;,;2012;-5;;3;;
200802;200802035;D;11;15;4,21;10;14;26;D,11,10;D,11,10,14;,;2008;-10;26;;;
200616;200616012;I;15;3;4,21;10;14;26;I,15,10;I,15,10,14;,;2006;2;;23;;
201220;201220041;D;17;9;4,21;10;15;3;D,17,10;D,17,10,15;,;2012;-4;6;;;
200610;200610156;D;13;13;4,21;10;16;22;D,13,10;D,13,10,16;,;2006;-8;28;;;
200603;200603075;I;15;3;4,21;10;17;9;I,15,10;I,15,10,17;,;2006;2;;6;;
200731;200731016;I;12;34;4,21;10;17;9;I,12,10;I,12,10,17;,;2007;-29;;12;;
200605;200605011;I;0;1;4,21;10;18;30;I,0,10;I,0,10,18;,;2006;4;;29;;
200704;200704077;D;10;19;4,21;10;20;25;D,10,10;D,10,10,20;,;2007;-14;31;;;
200601;200601052;I;15;3;4,21;10;20;25;I,15,10;I,15,10,20;,;2006;2;;22;;
200605;200605081;I;4;5;4,21;10;20;25;I,4,10;I,4,10,20;,;2006;0;;20;;
200630;200630022;I;28;33;4,21;10;20;25;I,28,10;I,28,10,20;,;2006;-28;;29;;
200702;200702045;D;33;23;4,21;10;21;6;D,33,10;D,33,10,21;,;2007;-18;17;;;
201207;201207044;I;34;10;4,21;10;22;29;I,34,10;I,34,10,22;,;2012;-5;;19;;
200617;200617001;D;5;20;4,21;10;23;18;D,5,10;D,5,10,23;,;2006;-15;2;;;
200704;200704039;D;23;18;4,21;10;23;18;D,23,10;D,23,10,23;,;2007;-13;0;;;
201218;201218005;D;34;10;4,21;10;23;18;D,34,10;D,34,10,23;,;2012;-5;29;;;
200607;200607036;D;27;12;4,21;10;24;21;D,27,10;D,27,10,24;,;2006;-7;28;;;
200717;200717065;D;8;17;4,21;10;25;8;D,8,10;D,8,10,25;,;2007;-12;9;;;
200604;200604057;I;19;4;4,21;10;25;8;I,19,10;I,19,10,25;,;2006;1;;4;;
200604;200604149;I;15;3;4,21;10;25;8;I,15,10;I,15,10,25;,;2006;2;;5;;
201203;201203017;D;25;8;4,21;10;26;37;D,25,10;D,25,10,26;,;2012;-3;8;;;
200606;200606025;I;26;37;4,21;10;26;37;I,26,10;I,26,10,26;,;2006;-32;;0;;
201206;201206016;I;34;10;4,21;10;26;37;I,34,10;I,34,10,26;,;2012;-5;;27;;
200602;200602090;D;36;14;4,21;10;29;31;D,36,10;D,36,10,29;,;2006;-9;20;;;
200627;200627019;D;27;12;4,21;10;30;16;D,27,10;D,27,10,30;,;2006;-7;33;;;
201207;201207024;I;17;9;4,21;10;30;16;I,17,10;I,17,10,30;,;2012;-4;;7;;
200717;200717033;D;8;17;4,21;10;31;27;D,8,10;D,8,10,31;,;2007;-12;27;;;
201222;201222019;D;2;7;4,21;10;31;27;D,2,10;D,2,10,31;,;2012;-2;17;;;
200722;200722028;I;0;1;4,21;10;31;27;I,0,10;I,0,10,31;,;2007;4;;26;;
200618;200618067;D;36;14;4,21;10;32;2;D,36,10;D,36,10,32;,;2006;-9;12;;;
200703;200703158;I;29;31;4,21;10;33;23;I,29,10;I,29,10,33;,;2007;-26;;29;;
200705;200705092;I;3;36;4,21;10;33;23;I,3,10;I,3,10,33;,;2007;-31;;24;;
200712;200712044;I;32;2;4,21;10;33;23;I,32,10;I,32,10,33;,;2007;3;;21;;
201202;201202086;I;34;10;4,21;10;33;23;I,34,10;I,34,10,33;,;2012;-5;;13;;
200606;200606108;D;30;16;4,21;10;34;10;D,30,10;D,30,10,34;,;2006;-11;6;;;
200611;200611084;D;11;15;4,21;10;34;10;D,11,10;D,11,10,34;,;2006;-10;5;;;
200612;200612022;D;27;12;4,21;10;34;10;D,27,10;D,27,10,34;,;2006;-7;2;;;
200729;200729051;D;16;22;4,21;10;34;10;D,16,10;D,16,10,34;,;2007;-17;12;;;
200606;200606069;I;15;3;4,21;10;35;35;I,15,10;I,15,10,35;,;2006;2;;32;;
200611;200611033;I;21;6;21;11;0;1;I,21,11;I,21,11,0;,;2006;-0,5;;32;;
200630;200630050;I;18;30;21;11;0;1;I,18,11;I,18,11,0;,;2006;-24,5;;8;;
201210;201210100;I;34;10;21;11;0;1;I,34,11;I,34,11,0;,;2012;-4,5;;28;;
201217;201217066;I;6;11;21;11;0;1;I,6,11;I,6,11,0;,;2012;-5,5;;27;;
200712;200712083;D;24;21;21;11;1;24;D,24,11;D,24,11,1;,;2007;-15,5;34;;;
200610;200610045;I;4;5;21;11;1;24;I,4,11;I,4,11,1;,;2006;0,5;;19;;
200613;200613066;I;32;2;21;11;1;24;I,32,11;I,32,11,1;,;2006;3,5;;22;;
201218;201218052;I;6;11;21;11;1;24;I,6,11;I,6,11,1;,;2012;-5,5;;13;;
201229;201229004;I;25;8;21;11;1;24;I,25,11;I,25,11,1;,;2012;-2,5;;16;;
200617;200617067;D;30;16;21;11;2;7;D,30,11;D,30,11,2;,;2006;-10,5;9;;;
200617;200617113;D;11;15;21;11;2;7;D,11,11;D,11,11,2;,;2006;-9,5;8;;;
200607;200607044;D;6;11;21;11;3;36;D,6,11;D,6,11,3;,;2006;-5,5;12;;;
200706;200706115;D;5;20;21;11;3;36;D,5,11;D,5,11,3;,;2007;-14,5;21;;;
200606;200606063;I;3;36;21;11;3;36;I,3,11;I,3,11,3;,;2006;-30,5;;0;;
200721;200721092;I;7;32;21;11;3;36;I,7,11;I,7,11,3;,;2007;-26,5;;4;;
200726;200726070;I;32;2;21;11;3;36;I,32,11;I,32,11,3;,;2007;3,5;;34;;
200708;200708063;D;5;20;21;11;4;5;D,5,11;D,5,11,4;,;2007;-14,5;15;;;
200731;200731093;D;10;19;21;11;4;5;D,10,11;D,10,11,4;,;2007;-13,5;14;;;
200605;200605005;I;35;35;21;11;4;5;I,35,11;I,35,11,4;,;2006;-29,5;;7;;
200712;200712100;I;32;2;21;11;4;5;I,32,11;I,32,11,4;,;2007;3,5;;3;;
200726;200726006;I;0;1;21;11;4;5;I,0,11;I,0,11,4;,;2007;4,5;;4;;
210107;210107033;D;25;8;21;11;4;5;D,25,11;D,25,11,4;,;2101;-2,5;3;34;;
200613;200613073;D;36;14;21;11;5;20;D,36,11;D,36,11,5;,;2006;-8,5;31;;;
200709;200709099;D;33;23;21;11;5;20;D,33,11;D,33,11,5;,;2007;-17,5;3;;;
200731;200731089;D;5;20;21;11;5;20;D,5,11;D,5,11,5;,;2007;-14,5;0;;;
210107;210107076;I;6;11;21;11;5;20;I,6,11;I,6,11,5;,;2101;-5,5;28;9;;
200702;200702107;D;8;17;21;11;6;11;D,8,11;D,8,11,6;,;2007;-11,5;6;;;
200710;200710113;D;20;25;21;11;6;11;D,20,11;D,20,11,6;,;2007;-19,5;14;;;
200725;200725001;D;30;16;21;11;6;11;D,30,11;D,30,11,6;,;2007;-10,5;5;;;
200731;200731075;D;23;18;21;11;6;11;D,23,11;D,23,11,6;,;2007;-12,5;7;;;
201207;201207071;D;27;12;21;11;6;11;D,27,11;D,27,11,6;,;2012;-6,5;1;;;
200726;200726100;I;15;3;21;11;6;11;I,15,11;I,15,11,6;,;2007;2,5;;8;;
200711;200711083;D;30;16;21;11;7;32;D,30,11;D,30,11,7;,;2007;-10,5;21;;;
200723;200723093;D;30;16;21;11;7;32;D,30,11;D,30,11,7;,;2007;-10,5;21;;;
210106;210106081;D;34;10;21;11;7;32;D,34,11;D,34,11,7;,;2101;-4,5;15;;;
200702;200702102;I;7;32;21;11;7;32;I,7,11;I,7,11,7;,;2007;-26,5;;0;;
200802;200802096;I;32;2;21;11;7;32;I,32,11;I,32,11,7;,;2008;3,5;;30;;
200802;200802118;I;32;2;21;11;7;32;I,32,11;I,32,11,7;,;2008;3,5;;30;;
200703;200703159;D;33;23;21;11;8;17;D,33,11;D,33,11,8;,;2007;-17,5;6;;;
200616;200616016;I;32;2;21;11;8;17;I,32,11;I,32,11,8;,;2006;3,5;;15;;
200625;200625086;I;26;37;21;11;8;17;I,26,11;I,26,11,8;,;2006;-31,5;;17;;
200627;200627058;I;25;8;21;11;8;17;I,25,11;I,25,11,8;,;2006;-2,5;;9;;
200808;200808022;I;35;35;21;11;8;17;I,35,11;I,35,11,8;,;2008;-29,5;;19;;
200708;200708065;D;14;26;21;11;9;28;D,14,11;D,14,11,9;,;2007;-20,5;35;;;
201028;201028025;D;17;9;21;11;9;28;D,17,11;D,17,11,9;,;2010;-3,5;18;;;
201211;201211100;I;25;8;21;11;9;28;I,25,11;I,25,11,9;,;2012;-2,5;;20;;
200718;200718015;D;5;20;21;11;10;19;D,5,11;D,5,11,10;,;2007;-14,5;1;;;
200718;200718047;D;10;19;21;11;10;19;D,10,11;D,10,11,10;,;2007;-13,5;0;;;
201208;201208017;D;25;8;21;11;10;19;D,25,11;D,25,11,10;,;2012;-2,5;26;;;
201211;201211061;D;34;10;21;11;10;19;D,34,11;D,34,11,10;,;2012;-4,5;28;;;
200610;200610073;I;26;37;21;11;10;19;I,26,11;I,26,11,10;,;2006;-31,5;;19;;
200626;200626090;I;8;17;21;11;10;19;I,8,11;I,8,11,10;,;2006;-11,5;;2;;
201029;201029010;I;13;13;21;11;10;19;I,13,11;I,13,11,10;,;2010;-7,5;;6;;
200602;200602056;D;13;13;21;11;11;15;D,13,11;D,13,11,11;,;2006;-7,5;35;;;
200614;200614071;D;11;15;21;11;11;15;D,11,11;D,11,11,11;,;2006;-9,5;0;;;
200708;200708099;D;24;21;21;11;11;15;D,24,11;D,24,11,11;,;2007;-15,5;6;;;
200722;200722119;D;30;16;21;11;11;15;D,30,11;D,30,11,11;,;2007;-10,5;1;;;
200806;200806019;D;24;21;21;11;11;15;D,24,11;D,24,11,11;,;2008;-15,5;6;;;
201028;201028011;D;2;7;21;11;11;15;D,2,11;D,2,11,11;,;2010;-1,5;29;;;
200603;200603015;I;4;5;21;11;11;15;I,4,11;I,4,11,11;,;2006;0,5;;10;;
200605;200605087;I;4;5;21;11;11;15;I,4,11;I,4,11,11;,;2006;0,5;;10;;
200706;200706056;I;29;31;21;11;11;15;I,29,11;I,29,11,11;,;2007;-25,5;;21;;
200726;200726052;I;26;37;21;11;11;15;I,26,11;I,26,11,11;,;2007;-31,5;;15;;
201209;201209014;I;2;7;21;11;11;15;I,2,11;I,2,11,11;,;2012;-1,5;;8;;
201211;201211006;I;17;9;21;11;11;15;I,17,11;I,17,11,11;,;2012;-3,5;;6;;
201211;201211082;I;34;10;21;11;11;15;I,34,11;I,34,11,11;,;2012;-4,5;;5;;
200613;200613105;D;11;15;21;11;12;34;D,11,11;D,11,11,12;,;2006;-9,5;18;;;
200722;200722053;D;30;16;21;11;12;34;D,30,11;D,30,11,12;,;2007;-10,5;19;;;
200614;200614102;I;32;2;21;11;12;34;I,32,11;I,32,11,12;,;2006;3,5;;32;;
210102;210102040;I;27;12;21;11;12;34;I,27,11;I,27,11,12;,;2101;-6,5;;22;;
200609;200609068;D;27;12;21;11;13;13;D,27,11;D,27,11,13;,;2006;-6,5;36;;;
200802;200802043;D;10;19;21;11;13;13;D,10,11;D,10,11,13;,;2008;-13,5;6;;;
201207;201207055;D;25;8;21;11;13;13;D,25,11;D,25,11,13;,;2012;-2,5;32;;;
201209;201210055;D;34;10;21;11;13;13;D,34,11;D,34,11,13;,;2012;-4,5;34;;;
200624;200624116;I;32;2;21;11;13;13;I,32,11;I,32,11,13;,;2006;3,5;;11;;
200705;200705008;I;3;36;21;11;13;13;I,3,11;I,3,11,13;,;2007;-30,5;;14;;
201028;201028014;I;6;11;21;11;13;13;I,6,11;I,6,11,13;,;2010;-5,5;;2;;
210107;210107039;D;17;9;21;11;13;13;D,17,11;D,17,11,13;,;2101;-3,5;33;4;;
200614;200614089;D;11;15;21;11;14;26;D,11,11;D,11,11,14;,;2006;-9,5;26;;;
200627;200627093;D;13;13;21;11;14;26;D,13,11;D,13,11,14;,;2006;-7,5;24;;;
200709;200709019;D;24;21;21;11;14;26;D,24,11;D,24,11,14;,;2007;-15,5;32;;;
201216;201216008;I;25;8;21;11;14;26;I,25,11;I,25,11,14;,;2012;-2,5;;18;;
200609;200609080;D;13;13;21;11;15;3;D,13,11;D,13,11,15;,;2006;-7,5;10;;;
200707;200707075;D;10;19;21;11;15;3;D,10,11;D,10,11,15;,;2007;-13,5;16;;;
201227;201227011;D;2;;21;11;15;3;D,2,11;D,2,11,15;,;2012;5,5;34;;;
210102;210102055;D;6;11;21;11;15;3;D,6,11;D,6,11,15;,;2101;-5,5;8;;;
200612;200612019;I;4;5;21;11;15;3;I,4,11;I,4,11,15;,;2006;0,5;;35;;
200802;200802010;I;28;33;21;11;15;3;I,28,11;I,28,11,15;,;2008;-27,5;;7;;
200808;200808048;I;3;36;21;11;15;3;I,3,11;I,3,11,15;,;2008;-30,5;;4;;
201102;201102050;I;34;10;21;11;15;3;I,34,11;I,34,11,15;,;2011;-4,5;;30;;
201220;201220096;I;32;2;21;11;15;3;I,32,11;I,32,11,15;,;2012;3,5;;1;;
200604;200604004;D;30;16;21;11;16;22;D,30,11;D,30,11,16;,;2006;-10,5;31;;;
200612;200612108;D;8;17;21;11;16;22;D,8,11;D,8,11,16;,;2006;-11,5;32;;;
200627;200627059;D;8;17;21;11;16;22;D,8,11;D,8,11,16;,;2006;-11,5;32;;;
200706;200706113;D;5;20;21;11;16;22;D,5,11;D,5,11,16;,;2007;-14,5;35;;;
200603;200603135;I;19;4;21;11;16;22;I,19,11;I,19,11,16;,;2006;1,5;;18;;
200624;200624126;I;15;3;21;11;16;22;I,15,11;I,15,11,16;,;2006;2,5;;19;;
200720;200720102;I;32;2;21;11;16;22;I,32,11;I,32,11,16;,;2007;3,5;;20;;
200612;200612062;D;6;11;21;11;17;9;D,6,11;D,6,11,17;,;2006;-5,5;2;;;
200705;200705017;D;24;21;21;11;17;9;D,24,11;D,24,11,17;,;2007;-15,5;12;;;
201229;201229105;D;2;7;21;11;17;9;D,2,11;D,2,11,17;,;2012;-1,5;35;;;
201216;201216088;I;6;11;21;11;17;9;I,6,11;I,6,11,17;,;2012;-5,5;;35;;
210107;210107038;I;27;12;21;11;17;9;I,27,11;I,27,11,17;,;2101;-6,5;3;34;;
201029;201029007;D;17;9;21;11;18;30;D,17,11;D,17,11,18;,;2010;-3,5;16;;;
201223;201223005;D;17;9;21;11;18;30;D,17,11;D,17,11,18;,;2012;-3,5;16;;;
201223;201223047;D;34;10;21;11;18;30;D,34,11;D,34,11,18;,;2012;-4,5;17;;;
210106;210106021;D;27;12;21;11;18;30;D,27,11;D,27,11,18;,;2101;-6,5;19;;;
200616;200616060;I;26;37;21;11;18;30;I,26,11;I,26,11,18;,;2006;-31,5;;30;;
200705;200705086;I;35;35;21;11;18;30;I,35,11;I,35,11,18;,;2007;-29,5;;32;;
200723;200723102;I;32;2;21;11;18;30;I,32,11;I,32,11,18;,;2007;3,5;;28;;
200730;200730022;I;0;1;21;11;18;30;I,0,11;I,0,11,18;,;2007;4,5;;29;;
200601;200601125;D;11;15;21;11;19;4;D,11,11;D,11,11,19;,;2006;-9,5;11;;;
201220;201220083;D;25;8;21;11;19;4;D,25,11;D,25,11,19;,;2012;-2,5;4;;;
200731;200731068;I;32;2;21;11;19;4;I,32,11;I,32,11,19;,;2007;3,5;;2;;
